Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
catamarca,ambato,las chacritas,10007070.0,0,0,0,0,0,1,0,0,1
catamarca,ambato,los varela,10007110.0,0,0,0,0,0,1,0,0,1
catamarca,ambato,los talas,10007100.0,0,0,0,0,0,0,0,66,66
catamarca,ancasti,ancasti,10014010.0,0,0,0,0,0,1,0,0,1
catamarca,andalgalá,andalgalá,10021020.0,633,0,0,144,1,2,0,203,983
catamarca,andalgalá,chaquiago,10021030.0,0,0,0,9,0,1,0,14,24
catamarca,andalgalá,el potrero,10021070.0,0,0,0,13,0,0,0,0,13
catamarca,andalgalá,aconquija,10021010.0,0,0,0,0,0,1,0,0,1
catamarca,andalgalá,el alamito,10021050.0,0,0,0,0,0,0,0,20,20
catamarca,andalgalá,la aguada,10021080.0,0,0,0,11,0,0,0,5,16
catamarca,andalgalá,la mesada,10021010.0,0,0,0,1,0,0,0,0,1
catamarca,antofagasta de la sierra,antofagasta de la sierra,10028010.0,0,0,0,0,0,4,0,0,4
catamarca,belén,belén,10035020.0,0,0,0,0,0,5,0,30,35
catamarca,belén,hualfín,10035070.0,0,0,0,0,0,1,0,0,1
catamarca,belén,londres,10035110.0,0,0,0,0,0,1,0,20,21
catamarca,belén,el durazno,10035050.0,0,0,0,0,0,1,0,0,1
catamarca,belén,las juntas,10035100.0,0,0,0,0,0,0,0,5,5
catamarca,capayán,capayán,10042030.0,0,0,0,0,0,1,0,0,1
catamarca,capayán,chumbicha,10042040.0,92,0,0,5,0,1,0,474,572
catamarca,capayán,colonia del valle,10042050.0,0,0,0,0,0,1,0,0,1
catamarca,capayán,colonia nueva coneta,10042060.0,0,0,0,10,0,1,0,9,20
catamarca,capayán,coneta,10042080.0,0,0,0,10,0,1,0,0,11
catamarca,capayán,huillapima,10042100.0,0,0,0,5,0,1,0,9,15
catamarca,capayán,miraflores,10042120.0,0,0,0,7,0,2,0,10,19
catamarca,capayán,san martín,10042130.0,0,0,0,0,0,7,0,0,7
catamarca,capayán,los angeles,10042110.0,0,0,0,0,0,0,0,5,5
catamarca,capital,el pantanillo,10049020.0,4,0,0,35,0,2,0,0,41
catamarca,capital,san fernando del valle de catamarca,10049030.0,3265,10986,1,47463,0,1,0,14,61730
catamarca,el alto,el alto,10056010.0,0,0,0,0,0,1,0,28,29
catamarca,el alto,tapso,10056050.0,0,0,0,0,0,1,0,0,1
catamarca,la paz,icaño,10070070.0,0,0,0,0,0,1,0,0,1
catamarca,la paz,recreo,10070140.0,52,39,0,1879,0,1,0,5,1976
catamarca,la paz,san antonio,10070150.0,0,0,0,0,0,0,0,26,26
catamarca,la paz,quirós,10070120.0,0,0,0,0,0,0,0,27,27
catamarca,paclín,la merced,10077050.0,62,0,0,0,0,4,0,5,71
catamarca,paclín,la viña,10077060.0,0,0,0,0,0,0,0,10,10
catamarca,paclín,las lajas,10077070.0,0,0,0,0,0,1,0,0,1
catamarca,paclín,san antonio,10077100.0,0,0,0,0,0,1,0,7,8
catamarca,pomán,mutquin,10084060.0,0,0,0,0,0,1,0,0,1
catamarca,pomán,pomán,10084070.0,0,0,0,0,0,2,0,0,2
catamarca,pomán,san miguel,10084090.0,0,0,0,0,0,0,0,7,7
catamarca,pomán,saujil,10084100.0,0,0,0,0,0,1,0,169,170
catamarca,pomán,siján,10084110.0,0,0,0,0,0,1,0,0,1
catamarca,pomán,colpes,10084030.0,0,0,0,0,0,0,0,16,16
catamarca,santa maría,la loma,10091100.0,75,0,0,73,0,1,0,0,149
catamarca,santa maría,san josé,10091140.0,126,0,0,138,0,1,0,0,265
catamarca,santa maría,santa maría,10091150.0,925,0,0,823,0,1,0,5,1754
catamarca,santa maría,chañar punco,10091030.0,34,0,0,137,0,0,0,0,171
catamarca,santa maría,famatanca,10091070.0,45,0,0,0,0,0,0,0,45
catamarca,santa maría,las mojarras,10091110.0,47,0,0,107,0,0,0,0,154
catamarca,santa maría,loro huasi,10091120.0,107,0,0,95,0,0,0,0,202
catamarca,santa rosa,alijilán,10098010.0,0,0,0,0,0,2,0,0,2
catamarca,santa rosa,bañado de ovanta,10098020.0,0,0,0,0,0,1,0,0,1
catamarca,santa rosa,lavalle,10098040.0,0,0,0,0,0,1,0,0,1
catamarca,santa rosa,los altos,10098050.0,0,0,0,0,0,1,0,6,7
catamarca,tinogasta,fiambalá,10105110.0,0,0,0,8,0,2,0,7,17
catamarca,tinogasta,tinogasta,10105180.0,434,0,0,1828,0,2,0,0,2264
catamarca,valle viejo,el portezuelo,10112010.0,0,0,0,0,0,6,0,0,6
catamarca,valle viejo,san isidro,10112040.0,0,0,0,2610,0,0,0,5,2615
catamarca,valle viejo,santa rosa,10112030.0,0,0,0,759,0,0,0,5,764
catamarca,valle viejo,villa dolores,10112030.0,0,0,0,103,0,0,0,5,108
catamarca,valle viejo,sumalao,10112030.0,0,0,0,1,0,0,0,5,6
catamarca,valle viejo,polcos,10112030.0,0,0,0,213,0,0,0,0,213
catamarca,valle viejo,pozo del mistol,10112030.0,0,0,0,18,0,0,0,0,18
catamarca,valle viejo,el bañado,10112030.0,0,0,0,7,0,0,0,0,7
catamarca,fray mamerto esquiú,san antonio,10063050.0,0,0,0,4,0,0,0,0,4
catamarca,fray mamerto esquiú,villa las pirquitas,10063050.0,0,0,0,0,0,1,0,0,1
catamarca,fray mamerto esquiú,la carrera,10063050.0,0,0,0,0,0,1,0,0,1
catamarca,fray mamerto esquiú,el hueco,10063050.0,0,0,0,26,0,0,0,0,26
catamarca,fray mamerto esquiú,la falda de san antonio,10063050.0,0,0,0,0,0,0,0,5,5
catamarca,fray mamerto esquiú,la tercena,10063050.0,0,0,0,0,0,0,0,5,5
chaco,12 de octubre,gancedo,22036010.0,0,0,0,26,0,2,0,119,147
chaco,12 de octubre,general pinedo,22036030.0,119,0,0,632,0,2,0,1,754
chaco,12 de octubre,general capdevila,22036020.0,0,0,0,35,0,0,0,0,35
chaco,1º de mayo,colonia benítez,22126020.0,115,0,0,11,0,1,0,2,129
chaco,1º de mayo,margarita belén,22126030.0,221,0,0,0,0,0,0,261,482
chaco,2 de abril,hermoso campo,22039010.0,0,28,0,244,0,1,0,0,273
chaco,2 de abril,itín,22039020.0,0,0,0,52,478,0,0,0,530
chaco,25 de mayo,colonia aborigen,22168010.0,0,0,0,0,0,0,0,59,59
chaco,25 de mayo,machagai,22168020.0,214,432,0,45,0,0,0,226,917
chaco,9 de julio,las breñas,22105010.0,786,0,0,233,0,1,0,0,1020
chaco,almirante brown,concepción del bermejo,22007010.0,0,0,0,44,0,2,0,230,276
chaco,almirante brown,los frentones,22007020.0,0,0,0,344,0,1,0,0,345
chaco,almirante brown,pampa del infierno,22007030.0,0,0,0,1375,0,5,0,190,1570
chaco,almirante brown,taco pozo,22007050.0,0,0,0,416,0,3,0,0,419
chaco,bermejo,general vedia,22014010.0,98,0,0,30,0,1,0,155,284
chaco,bermejo,isla del cerrito,22014020.0,0,0,0,0,0,1,0,0,1
chaco,bermejo,la leonesa,22014030.0,379,0,0,0,0,0,0,228,607
chaco,bermejo,las palmas,22014040.0,0,0,0,46,0,1,0,296,343
chaco,bermejo,puerto bermejo nuevo,22014050.0,0,0,0,14,0,0,0,78,92
chaco,bermejo,puerto eva perón,22014070.0,0,0,0,15,0,1,0,41,57
chaco,chacabuco,charata,22028010.0,988,0,0,3765,0,2,0,230,4985
chaco,comandante fernández,presidencia roque sáenz peña,22021010.0,1512,5,0,7851,24,2,0,116,9510
chaco,fray justo santa maría de oro,chorotis,22043010.0,0,0,0,0,25,0,0,0,25
chaco,fray justo santa maría de oro,otros,,0,0,0,0,60,0,0,0,60
chaco,fray justo santa maría de oro,santa sylvina,22043020.0,0,32,0,0,950,1,0,0,983
chaco,general belgrano,corzuela,22049010.0,76,0,0,183,0,1,0,28,288
chaco,general donovan,la escondida,22056010.0,35,311,0,180,0,2,0,0,528
chaco,general donovan,la verde,22056020.0,10,142,0,58,305,2,0,0,517
chaco,general donovan,lapachito,22056030.0,1,90,0,45,0,0,0,0,136
chaco,general donovan,makallé,22056040.0,25,502,0,0,0,1,0,0,528
chaco,general güemes,el espinillo,22063010.0,0,0,0,0,0,1,0,0,1
chaco,general güemes,el sauzal,22063020.0,0,0,0,0,0,1,0,62,63
chaco,general güemes,el sauzalito,22063030.0,0,0,0,0,0,1,0,120,121
chaco,general güemes,fortín lavalle,22063040.0,0,0,0,0,0,0,0,36,36
chaco,general güemes,fuerte esperanza,22063050.0,0,0,0,8,0,1,0,0,9
chaco,general güemes,juan josé castelli,22063060.0,385,0,0,294,0,0,0,646,1325
chaco,general güemes,miraflores,22063070.0,0,0,0,0,0,0,0,712,712
chaco,general güemes,nueva pompeya,22063080.0,0,0,0,1,0,4,0,308,313
chaco,general güemes,villa río bermejito,22063100.0,3,0,0,194,0,2,0,222,421
chaco,general güemes,wichi,22063110.0,0,0,0,0,0,1,0,91,92
chaco,independencia,avia terai,22070010.0,57,0,0,42,0,1,0,1,101
chaco,independencia,campo largo,22070020.0,88,0,0,482,3,0,0,0,573
chaco,libertad,laguna blanca,22077030.0,0,0,0,0,0,2,0,6,8
chaco,libertad,puerto tirol,22077040.0,395,1,0,375,0,0,0,73,844
chaco,libertad,colonia popular,22077010.0,0,0,0,0,0,0,0,5,5
chaco,libertador general san martín,ciervo petiso,22084010.0,0,0,0,0,46,1,0,0,47
chaco,libertador general san martín,general josé de san martín,22084020.0,94,315,0,5985,0,0,0,450,6844
chaco,libertador general san martín,la eduvigis,22084030.0,0,0,0,0,0,1,0,0,1
chaco,libertador general san martín,laguna limpia,22084040.0,0,0,0,0,0,0,0,81,81
chaco,libertador general san martín,pampa almirón,22084050.0,0,0,0,26,0,0,0,27,53
chaco,libertador general san martín,pampa del indio,22084060.0,0,0,0,25,0,2,0,515,542
chaco,libertador general san martín,presidencia roca,22084070.0,0,0,0,358,0,2,0,119,479
chaco,maipú,tres isletas,22091010.0,232,0,0,0,0,0,0,57,289
chaco,mayor luis j. fontana,coronel du graty,22098010.0,122,73,0,264,0,1,0,516,976
chaco,mayor luis j. fontana,enrique urién,22098020.0,0,0,0,37,0,0,0,0,37
chaco,mayor luis j. fontana,villa angela,22098030.0,782,5,0,5275,0,0,0,402,6464
chaco,o higgins,la clotilde,22112010.0,0,32,0,78,116,1,0,0,227
chaco,o higgins,la tigra,22112020.0,0,0,0,0,252,1,0,0,253
chaco,o higgins,san bernardo,22112030.0,147,0,0,14,38,3,0,0,202
chaco,otros,otros,,0,0,0,0,24,0,0,0,24
chaco,presidencia de la plaza,presidencia de la plaza,22119010.0,119,598,0,58,0,0,0,1,776
chaco,quitilipi,quitilipi,22133010.0,516,0,0,69,0,0,0,125,710
chaco,quitilipi,villa el palmar,22133020.0,0,0,0,0,0,0,0,99,99
chaco,san fernando,barranqueras,22140010.0,115,3773,0,147,0,0,0,15,4050
chaco,san fernando,basail,22140020.0,64,67,0,0,0,1,0,57,189
chaco,san fernando,fontana,22140040.0,0,0,0,179,0,0,0,147,326
chaco,san fernando,otros,,0,0,0,0,0,3,0,0,3
chaco,san fernando,puerto vilelas,22140050.0,0,0,0,9,0,1,0,1,11
chaco,san fernando,resistencia,22140060.0,3645,52523,5,34439,10002,6,0,193,100813
chaco,san lorenzo,samuhú,22147010.0,0,0,0,0,0,1,0,0,1
chaco,san lorenzo,villa berthet,22147020.0,0,0,0,32,0,1,0,898,931
chaco,sargento cabral,capitán solari,22154010.0,0,0,0,81,0,0,0,30,111
chaco,sargento cabral,colonia elisa,22154020.0,0,0,0,0,0,2,0,0,2
chaco,sargento cabral,colonias unidas,22154030.0,0,0,0,320,0,0,0,15,335
chaco,sargento cabral,las garcitas,22154050.0,0,0,0,0,0,1,0,114,115
chaco,tapenagá,charadai,22161010.0,0,0,0,27,0,1,0,0,28
chubut,biedma,arroyo verde,26007010.0,0,0,0,0,0,1,0,0,1
chubut,biedma,puerto madryn,26007020.0,2850,25467,187,3783,5815,9,0,2756,40867
chubut,biedma,puerto pirámide,26007030.0,0,0,0,0,0,1,0,106,107
chubut,biedma,quinta el mirador,26007040.0,0,0,0,0,0,0,0,22,22
chubut,biedma,reserva area protegida el doradillo,26007050.0,0,0,0,0,0,0,0,127,127
chubut,cushamen,cholila,26014020.0,0,0,1,0,0,1,0,0,2
chubut,cushamen,el hoyo,26014040.0,139,0,0,685,0,0,0,673,1497
chubut,cushamen,epuyén,26014060.0,1184,0,0,0,0,0,0,0,1184
chubut,cushamen,gualjaina,26014070.0,0,0,0,0,0,2,0,0,2
chubut,cushamen,lago puelo,26014090.0,267,0,0,180,0,0,0,720,1167
chubut,cushamen,leleque,26014100.0,0,0,0,0,0,2,0,0,2
chubut,escalante,comodoro rivadavia,26021030.0,11887,15539,234,9008,163,37,0,16630,53498
chubut,escalante,diadema argentina,26021040.0,0,0,0,0,0,0,0,328,328
chubut,escalante,rada tilly,26021050.0,910,0,33,1206,20,0,0,418,2587
chubut,escalante,acceso norte,26021020.0,0,0,0,0,0,47,0,49,96
chubut,florentino ameghino,camarones,26028010.0,0,0,0,0,0,1,0,208,209
chubut,florentino ameghino,garayalde,26028020.0,0,0,0,0,0,0,0,3,3
chubut,futaleufú,corcovado,26035020.0,0,0,1,0,0,2,0,0,3
chubut,futaleufú,esquel,26035030.0,3136,1711,38,1,1,3,0,4047,8937
chubut,futaleufú,los cipreses,26035050.0,0,0,0,0,0,2,0,0,2
chubut,futaleufú,trevelín,26035060.0,425,0,18,0,0,1,0,1075,1519
chubut,futaleufú,aldea escolar,26035010.0,0,0,0,0,0,2,0,0,2
chubut,gaiman,28 de julio,26042040.0,0,0,0,12,1,1,0,0,14
chubut,gaiman,dolavon,26042020.0,0,0,3,55,336,1,0,0,395
chubut,gaiman,gaiman,26042030.0,180,0,14,90,848,2,0,0,1134
chubut,gaiman,otros,,0,0,0,0,0,14,0,0,14
chubut,gastre,blancuntre,26049010.0,0,0,0,0,0,1,0,0,1
chubut,gastre,el escorial,26049020.0,0,0,0,0,0,1,0,0,1
chubut,gastre,lagunita salada,26049040.0,0,0,0,0,0,1,0,38,39
chubut,gastre,yala laubat,26049050.0,0,0,0,0,0,1,0,0,1
chubut,gastre,gastre,26049030.0,0,0,0,0,0,0,0,147,147
chubut,languiñeo,aldea epulef,26056010.0,0,0,0,0,0,1,0,8,9
chubut,languiñeo,carrenleufú,26056020.0,0,0,0,0,0,2,0,0,2
chubut,languiñeo,colan conhue,26056030.0,0,0,0,0,0,1,0,8,9
chubut,languiñeo,paso del sapo,26056040.0,0,0,0,0,0,1,0,88,89
chubut,languiñeo,tecka,26056050.0,0,0,0,0,0,1,0,0,1
chubut,mártires,el mirasol,26063010.0,0,0,0,0,0,1,0,0,1
chubut,mártires,las plumas,26063020.0,0,0,0,0,0,1,0,0,1
chubut,paso de indios,cerro cóndor,26070010.0,0,1,0,0,0,1,0,0,2
chubut,paso de indios,los altares,26070020.0,0,0,0,0,0,1,0,1,2
chubut,paso de indios,paso de indios,26070030.0,0,0,0,0,0,1,0,0,1
chubut,rawson,playa unión,26077020.0,536,202,11,101,0,0,0,421,1271
chubut,rawson,rawson,26077030.0,1418,8686,41,774,300,1,0,508,11728
chubut,rawson,trelew,26077040.0,1493,23892,274,9284,1421,2,0,1289,37655
chubut,rawson,playa magagna,26077010.0,0,1700,0,0,0,0,0,3,1703
chubut,río senguer,aldea apeleg,26084010.0,0,0,0,0,0,1,0,1,2
chubut,río senguer,aldea beleiro,26084020.0,0,0,0,0,0,1,0,0,1
chubut,río senguer,alto río senguer,26084030.0,0,0,1,0,0,3,0,1,5
chubut,río senguer,doctor ricardo rojas,26084040.0,0,0,0,0,0,1,0,0,1
chubut,río senguer,facundo,26084050.0,0,0,0,0,0,1,0,41,42
chubut,río senguer,lago blanco,26084060.0,0,0,0,0,0,1,0,0,1
chubut,río senguer,río mayo,26084070.0,140,0,0,4,0,2,0,621,767
chubut,sarmiento,buen pasto,26091010.0,0,0,0,0,0,1,0,0,1
chubut,sarmiento,sarmiento,26091020.0,1741,1,0,1173,0,1,0,270,3186
chubut,tehuelches,gobernador costa,26098020.0,0,0,1,0,0,0,0,0,1
chubut,tehuelches,josé de san martín,26098030.0,0,0,0,0,0,1,0,0,1
chubut,tehuelches,río pico,26098040.0,0,0,0,0,0,2,0,0,2
chubut,telsen,gan gan,26105010.0,0,0,0,0,1,1,0,156,158
chubut,telsen,telsen,26105020.0,0,18,0,0,0,4,0,104,126
cordoba,calamuchita,amboy,14007010.0,0,0,0,0,0,0,0,174,174
cordoba,calamuchita,cañada del sauce,14007030.0,1,0,0,0,0,0,0,0,1
cordoba,calamuchita,capilla vieja,14007040.0,0,0,0,0,0,0,0,20,20
cordoba,calamuchita,el corcovado - el torreón,14007050.0,52,0,0,0,0,0,0,30,82
cordoba,calamuchita,embalse,14007060.0,0,0,0,1538,0,1,0,1937,3476
cordoba,calamuchita,la cruz,14007070.0,9,0,0,0,0,0,0,394,403
cordoba,calamuchita,la cumbrecita,14007080.0,0,0,0,0,0,0,0,250,250
cordoba,calamuchita,las bajadas,14007090.0,0,0,0,0,0,0,0,27,27
cordoba,calamuchita,los cóndores,14007110.0,423,0,0,0,0,1,0,511,935
cordoba,calamuchita,los molinos,14007120.0,0,0,0,0,0,0,0,50,50
cordoba,calamuchita,los reartes,14007130.0,24,0,0,547,0,1,0,622,1194
cordoba,calamuchita,san agustín,14007180.0,110,0,0,0,0,0,0,1,111
cordoba,calamuchita,san ignacio (loteo san javier),14007190.0,0,0,0,0,0,0,0,19,19
cordoba,calamuchita,santa rosa de calamuchita,14007210.0,668,1805,0,279,0,0,0,3438,6190
cordoba,calamuchita,villa alpina,14007240.0,0,0,0,0,0,0,0,5,5
cordoba,calamuchita,villa amancay,14007250.0,0,0,0,0,0,0,0,229,229
cordoba,calamuchita,villa berna,14007260.0,32,0,0,0,0,0,0,15,47
cordoba,calamuchita,villa ciudad parque los reartes (1a. sección),14007270.0,0,0,0,0,0,0,0,253,253
cordoba,calamuchita,villa del dique,14007290.0,555,0,0,256,128,0,0,968,1907
cordoba,calamuchita,villa general belgrano,14007310.0,0,254,0,0,1,1,0,1257,1513
cordoba,calamuchita,villa quillinzo,14007330.0,0,0,0,0,0,0,0,141,141
cordoba,calamuchita,villa rumipal,14007340.0,0,0,0,46,0,0,0,980,1026
cordoba,calamuchita,villa san miguel,14007170.0,0,0,0,0,0,0,0,5,5
cordoba,calamuchita,villa yacanto,14007360.0,0,0,0,0,0,0,0,135,135
cordoba,calamuchita,las caleras,14007100.0,0,0,0,0,0,0,0,7,7
cordoba,calamuchita,segunda usina,14007220.0,0,0,0,0,0,0,0,69,69
cordoba,calamuchita,río de los sauces,14007170.0,0,0,0,0,0,0,0,2,2
cordoba,calamuchita,villa ciudad parque los reartes,14007170.0,0,497,0,0,0,0,0,160,657
cordoba,calamuchita,santa monica,14007170.0,0,0,0,0,0,0,0,106,106
cordoba,calamuchita,san ignacio (loteo vélez crespo),14007170.0,0,0,0,0,0,0,0,9,9
cordoba,capital,córdoba,14014010.0,28677,206084,42,281390,1218,11,0,4356,521778
cordoba,capital,otros,,0,0,0,0,0,0,0,695,695
cordoba,colón,agua de oro,14021010.0,370,0,0,65,0,0,0,65,500
cordoba,colón,ascochinga,14021020.0,117,0,0,1,0,0,0,0,118
cordoba,colón,colonia caroya,14021050.0,720,578,0,6933,0,0,0,41,8272
cordoba,colón,el manzano,14021110.0,125,0,0,0,0,0,0,20,145
cordoba,colón,general paz,14021130.0,152,0,0,0,0,0,0,0,152
cordoba,colón,jesús maría,14021140.0,769,3926,0,7439,0,0,0,19,12153
cordoba,colón,la calera,14021150.0,1055,7664,0,963,316,1,0,496,10495
cordoba,colón,la granja,14021160.0,386,0,0,0,0,0,0,26,412
cordoba,colón,los molles,14021180.0,0,0,0,0,0,2,0,0,2
cordoba,colón,malvinas argentinas,14021190.0,347,0,0,0,0,0,0,229,576
cordoba,colón,mendiolaza,14021200.0,810,3064,0,782,2,0,0,195,4853
cordoba,colón,otros,,0,0,0,0,0,0,0,287,287
cordoba,colón,pajas blancas,14021220.0,0,0,0,0,0,0,0,19,19
cordoba,colón,río ceballos,14021230.0,1057,6364,0,16,1,1,0,444,7883
cordoba,colón,saldán,14021240.0,11,3904,0,29,0,0,0,270,4214
cordoba,colón,salsipuedes,14021250.0,891,568,0,505,0,1,0,387,2352
cordoba,colón,unquillo,14021280.0,1991,963,0,1032,0,0,0,603,4589
cordoba,colón,villa allende,14021290.0,1,7320,0,1532,5,0,0,345,9203
cordoba,colón,villa cerro azul,14021300.0,75,0,0,0,0,0,0,20,95
cordoba,colón,villa el fachinal - parque norte - guiñazú norte,14021310.0,594,0,0,0,0,1,0,0,595
cordoba,colón,villa los llanos - juárez celman,14021320.0,256,0,0,499,0,0,0,360,1115
cordoba,colón,mi granja,14021210.0,0,0,0,4,0,0,0,0,4
cordoba,cruz del eje,alto de los quebrachos,14028010.0,0,0,0,0,6,0,0,1,7
cordoba,cruz del eje,bañado de soto,14028020.0,0,0,0,0,0,0,0,8,8
cordoba,cruz del eje,cruz de caña,14028040.0,0,0,0,0,0,0,0,2,2
cordoba,cruz del eje,cruz del eje,14028050.0,801,1733,0,4,0,0,0,575,3113
cordoba,cruz del eje,el brete,14028060.0,0,0,0,1,0,0,0,65,66
cordoba,cruz del eje,guanaco muerto,14028080.0,0,0,0,0,0,0,0,17,17
cordoba,cruz del eje,la banda,14028090.0,0,0,0,0,0,1,0,0,1
cordoba,cruz del eje,la batea,14028100.0,0,0,0,0,0,0,0,1,1
cordoba,cruz del eje,la higuera,14028110.0,6,0,0,0,0,0,0,2,8
cordoba,cruz del eje,las playas,14028130.0,0,0,0,1,0,0,0,176,177
cordoba,cruz del eje,los chañaritos,14028140.0,0,0,0,1,0,0,0,9,10
cordoba,cruz del eje,media naranja,14028150.0,0,0,0,0,0,0,0,60,60
cordoba,cruz del eje,paso viejo,14028160.0,63,0,0,0,0,0,0,54,117
cordoba,cruz del eje,san marcos sierra,14028170.0,0,16,0,585,0,0,0,180,781
cordoba,cruz del eje,serrezuela,14028180.0,87,0,0,10,0,0,0,2,99
cordoba,cruz del eje,tuclame,14028190.0,0,0,0,0,0,0,0,13,13
cordoba,cruz del eje,villa de soto,14028200.0,347,0,0,495,0,2,0,318,1162
cordoba,cruz del eje,canteras quilpo,14028030.0,0,0,0,0,0,0,0,2,2
cordoba,general roca,del campillo,14035010.0,608,0,0,678,0,1,0,0,1287
cordoba,general roca,hipólito bouchard,14035030.0,0,0,0,0,0,1,0,0,1
cordoba,general roca,huinca renancó,14035040.0,572,0,0,1296,0,0,0,1097,2965
cordoba,general roca,italó,14035050.0,0,0,0,0,171,0,0,0,171
cordoba,general roca,pincén,14035090.0,0,0,0,0,9,0,0,0,9
cordoba,general roca,villa huidobro,14035120.0,0,789,8,2,0,1,0,1099,1899
cordoba,general roca,villa valeria,14035140.0,234,0,0,567,0,1,0,130,932
cordoba,general roca,santa magdalena (est. jovita),14035110.0,0,1666,0,37,0,0,0,82,1785
cordoba,general roca,nicolás bruzzone,14035070.0,0,0,0,0,0,0,0,91,91
cordoba,general san martín,arroyo cabral,14042020.0,2,393,0,2,0,1,0,276,674
cordoba,general san martín,ausonia,14042030.0,0,0,0,1,0,0,0,1,2
cordoba,general san martín,chazón,14042040.0,0,426,0,0,0,0,0,0,426
cordoba,general san martín,etruria,14042050.0,15,1,0,0,2,1,0,0,19
cordoba,general san martín,la laguna,14042060.0,524,0,0,0,0,0,0,0,524
cordoba,general san martín,la playosa,14042080.0,650,0,0,0,0,1,0,69,720
cordoba,general san martín,pasco,14042110.0,0,0,0,1,0,0,0,0,1
cordoba,general san martín,silvio pellico,14042130.0,0,0,0,175,0,0,0,72,247
cordoba,general san martín,ticino,14042140.0,0,778,0,7,0,2,0,0,787
cordoba,general san martín,tío pujio,14042150.0,555,0,0,2,0,0,0,53,610
cordoba,general san martín,villa maría,14042170.0,1866,16763,0,12653,0,1,0,1187,32470
cordoba,general san martín,villa nueva,14042180.0,488,2137,0,2679,1,1,0,414,5720
cordoba,general san martín,arroyo algodón,14042010.0,159,0,0,1,0,0,0,226,386
cordoba,general san martín,la palestina,14042070.0,0,0,0,0,0,0,0,1,1
cordoba,ischilín,chuña,14049030.0,0,0,0,0,0,2,0,102,104
cordoba,ischilín,copacabana,14049040.0,0,0,0,0,0,0,0,12,12
cordoba,ischilín,deán funes,14049050.0,445,1253,0,1422,0,1,0,0,3121
cordoba,ischilín,esquina del alambre,14049060.0,0,0,0,0,0,0,0,1,1
cordoba,ischilín,olivares de san nicolás,14049090.0,0,0,0,0,0,0,0,1,1
cordoba,ischilín,quilino,14049100.0,132,0,0,65,0,0,0,0,197
cordoba,ischilín,villa quilino,14049130.0,0,0,0,30,0,0,0,0,30
cordoba,juárez celman,alejandro roca (est. alejandro),14056010.0,324,0,0,0,0,0,0,300,624
cordoba,juárez celman,bengolea,14056030.0,0,0,0,269,0,0,0,0,269
cordoba,juárez celman,carnerillo,14056040.0,66,0,0,726,1,1,0,195,989
cordoba,juárez celman,charras,14056050.0,0,0,0,1,0,0,0,12,13
cordoba,juárez celman,general cabrera,14056070.0,457,0,0,1,0,0,0,0,458
cordoba,juárez celman,general deheza,14056080.0,2,1328,0,3359,1,0,0,0,4690
cordoba,juárez celman,huanchillas,14056090.0,0,0,0,11,0,0,0,0,11
cordoba,juárez celman,la carlota,14056100.0,647,0,0,0,0,0,0,0,647
cordoba,juárez celman,los cisnes,14056110.0,0,0,0,208,0,0,0,39,247
cordoba,juárez celman,olaeta,14056120.0,0,65,0,0,0,0,0,0,65
cordoba,juárez celman,santa eufemia,14056150.0,0,676,0,0,0,1,0,64,741
cordoba,juárez celman,ucacha,14056160.0,85,2019,0,2,0,0,0,82,2188
cordoba,juárez celman,villa reducción,14056170.0,0,0,0,0,0,0,0,232,232
cordoba,marcos juárez,alejo ledesma,14063010.0,0,0,0,1,0,3,0,64,68
cordoba,marcos juárez,arias,14063020.0,388,0,0,0,0,0,0,0,388
cordoba,marcos juárez,camilo aldao,14063030.0,1039,0,0,543,20,1,0,0,1603
cordoba,marcos juárez,colonia italiana,14063070.0,0,158,0,0,31,0,0,10,199
cordoba,marcos juárez,corral de bustos,14063090.0,697,4298,0,1027,1790,0,0,49,7861
cordoba,marcos juárez,cruz alta,14063100.0,593,0,0,0,0,1,0,2,596
cordoba,marcos juárez,general baldissera,14063110.0,451,0,0,0,0,1,0,0,452
cordoba,marcos juárez,general roca,14063120.0,1214,0,0,1,0,2,0,0,1217
cordoba,marcos juárez,guatimozín,14063130.0,146,0,0,700,593,1,0,15,1455
cordoba,marcos juárez,inriville,14063140.0,192,0,0,0,0,0,0,89,281
cordoba,marcos juárez,isla verde,14063150.0,454,262,0,211,0,0,0,0,927
cordoba,marcos juárez,leones,14063160.0,189,2762,0,4,0,0,0,23,2978
cordoba,marcos juárez,los surgentes,14063170.0,599,0,0,300,0,1,0,0,900
cordoba,marcos juárez,marcos juárez,14063180.0,77,11084,0,9,0,0,0,240,11410
cordoba,marcos juárez,monte buey,14063190.0,1563,0,0,0,0,0,0,0,1563
cordoba,marcos juárez,villa elisa,14063230.0,185,0,12,1492,0,0,0,0,1689
cordoba,marcos juárez,saira,14063210.0,253,0,0,0,0,0,0,0,253
cordoba,marcos juárez,capitán general bernardo o'higgins,14063040.0,15,0,0,0,0,0,0,25,40
cordoba,marcos juárez,cavanagh,14063050.0,0,0,0,0,0,0,0,322,322
cordoba,minas,ciénaga del coro,14070010.0,0,0,0,1,0,0,0,64,65
cordoba,minas,la playa,14070050.0,0,0,0,0,0,0,0,53,53
cordoba,minas,san carlos minas,14070060.0,171,0,0,2,0,0,0,291,464
